,episode_ids,id,url,name,season,number,type,airdate,airtime,airstamp,runtime,rating,summary
492,492,1969218,https://www.tvmaze.com/episodes/1969218/team-ingebrigtsen-4x01-episode-1,Episode 1,4.0,1.0,regular,2020-12-05,06:00,2020-12-05,52.0,,
493,493,1980944,https://www.tvmaze.com/episodes/1980944/team-ingebrigtsen-4x02-episode-2,Episode 2,4.0,2.0,regular,2020-12-05,06:00,2020-12-05,61.0,,
494,494,1977313,https://www.tvmaze.com/episodes/1977313/stjernestov-1x05-episode-5,Episode 5,1.0,5.0,regular,2020-12-05,06:00,2020-12-05,23.0,,
495,495,1973849,https://www.tvmaze.com/episodes/1973849/im-a-celebritythe-daily-drop-1x18-chelcee-grimes-shane-richie-chris-kamara,"Chelcee Grimes, Shane Richie, Chris Kamara",1.0,18.0,regular,2020-12-05,06:00,2020-12-05,30.0,,
496,496,2212165,https://www.tvmaze.com/episodes/2212165/zombety-1x06-6-seria,6 серия,1.0,6.0,regular,2020-12-05,,2020-12-05,,,
497,497,2041863,https://www.tvmaze.com/episodes/2041863/fandom-tour-1x12-stray-kidsui-majimag-chueog-yeohaeng,Stray Kids의 마지막 추억여행,1.0,12.0,regular,2020-12-05,17:00,2020-12-05,20.0,,
498,498,1979373,https://www.tvmaze.com/episodes/1979373/melon-music-awards-2020-12-05-day-4,Day 4,,4.0,regular,2020-12-05,18:00,2020-12-05,300.0,,
499,499,2137600,https://www.tvmaze.com/episodes/2137600/its-okay-to-be-sensitive-2020-1x02-episode-2,Episode 2,1.0,2.0,regular,2020-12-05,18:00,2020-12-05,,,
500,500,1965921,https://www.tvmaze.com/episodes/1965921/new-japan-pro-wrestling-2020-12-05-best-of-the-super-jr27-night-8,BEST OF THE SUPER Jr.27 Night 8,,84.0,regular,2020-12-05,18:30,2020-12-05,120.0,,
501,501,2153993,https://www.tvmaze.com/episodes/2153993/oteren-svenn-1x01-vinter-og-sno,Vinter og snø,1.0,1.0,regular,2020-12-05,,2020-12-05,5.0,,
502,502,2153994,https://www.tvmaze.com/episodes/2153994/oteren-svenn-1x02-hyttetur,Hyttetur,1.0,2.0,regular,2020-12-05,,2020-12-05,5.0,,
503,503,2153995,https://www.tvmaze.com/episodes/2153995/oteren-svenn-1x03-innedag,Innedag,1.0,3.0,regular,2020-12-05,,2020-12-05,5.0,,
504,504,2153996,https://www.tvmaze.com/episodes/2153996/oteren-svenn-1x04-fisk-under-isen,Fisk under isen,1.0,4.0,regular,2020-12-05,,2020-12-05,5.0,,
505,505,2153997,https://www.tvmaze.com/episodes/2153997/oteren-svenn-1x05-polser-og-kakao,Pølser og kakao,1.0,5.0,regular,2020-12-05,,2020-12-05,5.0,,
506,506,2153998,https://www.tvmaze.com/episodes/2153998/oteren-svenn-1x06-ingen-vil-leke,Ingen vil leke,1.0,6.0,regular,2020-12-05,,2020-12-05,5.0,,
507,507,2153999,https://www.tvmaze.com/episodes/2153999/oteren-svenn-1x07-smafisk-til-frokost,Småfisk til frokost,1.0,7.0,regular,2020-12-05,,2020-12-05,5.0,,
508,508,2154000,https://www.tvmaze.com/episodes/2154000/oteren-svenn-1x08-bursdag,Bursdag,1.0,8.0,regular,2020-12-05,,2020-12-05,5.0,,
509,509,2154001,https://www.tvmaze.com/episodes/2154001/oteren-svenn-1x09-bollebaking,Bollebaking,1.0,9.0,regular,2020-12-05,,2020-12-05,5.0,,
510,510,2154002,https://www.tvmaze.com/episodes/2154002/oteren-svenn-1x10-badebassenget,Badebassenget,1.0,10.0,regular,2020-12-05,,2020-12-05,5.0,,
511,511,2182116,https://www.tvmaze.com/episodes/2182116/hjem-til-jul-1x01-episode-1,Episode 1,1.0,1.0,regular,2020-12-05,,2020-12-05,21.0,,
512,512,1969054,https://www.tvmaze.com/episodes/1969054/epic-rap-battles-of-history-7x03-harry-potter-vs-luke-skywalker-epic-rap-battles-of-history,Harry Potter vs Luke Skywalker. Epic Rap Battles Of History,7.0,3.0,regular,2020-12-05,,2020-12-05,4.0,,
513,513,2176122,https://www.tvmaze.com/episodes/2176122/scishow-2020-12-05-catfish-walking-on-land-find-water-by-its-smell,Catfish Walking on Land Find Water by its Smell,,332.0,regular,2020-12-05,,2020-12-05,,,
514,514,1979849,https://www.tvmaze.com/episodes/1979849/neznyj-redaktor-6x01-cajldfri-ili-rozat-zacem-nuzny-deti-intensivnoe-materinstvo-podrugi,ЧАЙЛДФРИ или рожать? Зачем нужны дети? Интенсивное материнство | ПОДРУГИ,6.0,1.0,regular,2020-12-05,,2020-12-05,93.0,,
515,515,2130270,https://www.tvmaze.com/episodes/2130270/wowcraft-1x52-expac-tations,EXPAC-tations,1.0,52.0,regular,2020-12-05,,2020-12-05,2.0,,
516,516,1980954,https://www.tvmaze.com/episodes/1980954/jachtseizoen-5x06-gaby-blaaser-op-de-vlucht,Gaby Blaaser op de vlucht,5.0,6.0,regular,2020-12-05,,2020-12-05,30.0,,
517,517,2042002,https://www.tvmaze.com/episodes/2042002/game-changer-wrestling-2020-12-05-gcw-slime-season,GCW Slime Season,,29.0,regular,2020-12-05,,2020-12-05,120.0,,
518,518,1980208,https://www.tvmaze.com/episodes/1980208/world-war-two-week-by-week-3x14-december-5-1941,"December 5, 1941",3.0,14.0,regular,2020-12-05,,2020-12-05,20.0,,"The Wehrmacht is halted by the Red Army at the gates of Moscow. Not only that, but a Red Army counteroffensive begins pushing the Germans back decisively. The Germans are also beginning to withdraw from their siege of Tobruk in North Africa. Japan, however, is advancing all over the Pacific, sending troop transports into the South China Sea, though it is unclear just whom Japan plans to attack. The Japanese are also- in top secrecy- sending a force of aircraft carriers to soon attack the American Pacific fleet at anchor at Pearl Harbor."
519,519,1946581,https://www.tvmaze.com/episodes/1946581/detention-1x01-devil,Devil,1.0,1.0,regular,2020-12-05,,2020-12-05,56.0,,"At Greenwood High School, transfer student Liu Yun-hsiang witnesses a shocking incident at a deserted building and runs afoul of school authorities.<br /> "
520,520,1981049,https://www.tvmaze.com/episodes/1981049/detention-1x02-who-am-i,Who am I?,1.0,2.0,regular,2020-12-05,,2020-12-05,47.0,,"After an initial encounter with Fang Jui-hsin's spirit, Yun-hsiang finds herself in an otherworldly dimension and accepts a life-altering bargain."
521,521,1965950,https://www.tvmaze.com/episodes/1965950/i-told-sunset-about-you-the-documentary-1x08-all-the-significance,All the Significance,1.0,8.0,regular,2020-12-05,,2020-12-05,21.0,,Go behind the scenes with Billkin and PP as the reflect on the intimate moments in the show.  The crew also reveal some of the difficult scenes to film involving road closures and other challenges. 
522,522,2039935,https://www.tvmaze.com/episodes/2039935/tregayes-way-in-the-kitchen-1x04-birthday-bash,Birthday Bash,1.0,4.0,regular,2020-12-05,,2020-12-05,60.0,,"Supermom Tregaye Fraser throws the ultimate birthday party for Zaire with a Slider and Brat Bar, a Quick Chili for the hot dogs and a tasty Pimento Cheese. For dessert, indulge in delicious Peanut Butter and Strawberry Shortcake Jars."
523,523,2118377,https://www.tvmaze.com/episodes/2118377/yaar-jigree-kasooti-degree-2x11-allegation,ALLEGATION,2.0,11.0,regular,2020-12-05,,2020-12-05,,,
524,524,2181795,https://www.tvmaze.com/episodes/2181795/i-like-to-watch-3x07-big-mouth,Big Mouth,3.0,7.0,regular,2020-12-05,,2020-12-05,16.0,,
525,525,2289320,https://www.tvmaze.com/episodes/2289320/blippi-2020-12-05-blippi-decorates-the-christmas-tree-educational-videos-for-kids,Blippi Decorates The Christmas Tree | Educational Videos For Kids,,15.0,regular,2020-12-05,,2020-12-05,,,
526,526,2318097,https://www.tvmaze.com/episodes/2318097/bride-of-beirut-2x41-episode-41,Episode 41,2.0,41.0,regular,2020-12-05,,2020-12-05,45.0,,
527,527,1953787,https://www.tvmaze.com/episodes/1953787/after-dark-the-series-1x08-death-channel-part-2,Death Channel - Part 2,1.0,8.0,regular,2020-12-05,20:00,2020-12-05,60.0,,"Off and Boat, explore an abandoned four-story building. Off realizes that there is something even scarier."
528,528,2303539,https://www.tvmaze.com/episodes/2303539/kamen-rider-saber-1x13-chapter-13-i-will-stay-true-to-my-convictions,"Chapter 13: I, Will Stay True, To My Convictions.",1.0,13.0,regular,2020-12-05,00:00,2020-12-05,23.0,,
529,529,2311212,https://www.tvmaze.com/episodes/2311212/ano-ko-no-yume-wo-mitan-desu-1x10-see-you-tomorrow,"""See You Tomorrow""",1.0,10.0,regular,2020-12-05,00:15,2020-12-05,30.0,,"This is an original story not from the book. The keyword in the story is ""a meeting over time""."
530,530,1977381,https://www.tvmaze.com/episodes/1977381/rwby-8x05-amity,Amity,8.0,5.0,regular,2020-12-05,11:00,2020-12-05,15.0,6.3,This is it. Their chance to tell the world the truth. Will their message be heard?
531,531,1961286,https://www.tvmaze.com/episodes/1961286/wwe-talking-smack-2020-12-05-december-5-2020,"December 5, 2020",,16.0,regular,2020-12-05,,2020-12-05,30.0,,
532,532,2042786,https://www.tvmaze.com/episodes/2042786/ufc-fight-pass-prelims-2020-12-05-ufc-fight-night-197-hermansson-vs-vettori,UFC Fight Night 197: Hermansson vs. Vettori,,51.0,regular,2020-12-05,,2020-12-05,60.0,,
533,533,1943279,https://www.tvmaze.com/episodes/1943279/rail-romanesque-1x10-blooming-fans,Blooming Fans,1.0,10.0,regular,2020-12-05,,2020-12-05,5.0,,
534,534,2037518,https://www.tvmaze.com/episodes/2037518/lovely-bites-by-chef-lovely-1x04-throw-it-on-the-grill,Throw It on the Grill,1.0,4.0,regular,2020-12-05,,2020-12-05,25.0,,"Chef Lovely plans the ultimate cookout with her Signature Burger, Mama's Potato Salad, Eberhart Street Corn with a Creamy Avocado Drizzle and Grilled Pound Cake with Cherries and Mascarpone. Plus, there's a Cherry Tarragon Limeade to wash it all down!"
535,535,1967067,https://www.tvmaze.com/episodes/1967067/maskorama-1x05-episode-5,Episode 5,1.0,5.0,regular,2020-12-05,19:50,2020-12-05,91.0,,
536,536,1969219,https://www.tvmaze.com/episodes/1969219/eides-spraksjov-6x03-songar-fra-nyheitene,Songar frå nyheitene,6.0,3.0,regular,2020-12-05,21:55,2020-12-05,45.0,,
537,537,1977712,https://www.tvmaze.com/episodes/1977712/onyx-equinox-1x03-thicker-than-water,Thicker Than Water,1.0,3.0,regular,2020-12-05,16:00,2020-12-05,24.0,8.0,"Izel heads to Ox Te'Tuun to retrieve an artifact containing the map to the gates. There, he meets twin Ulama ballplayers, as well as mysterious figure from his past. "
538,538,2153702,https://www.tvmaze.com/episodes/2153702/field-trip-with-curtis-stone-2x06-hawaii,Hawai'i,2.0,6.0,regular,2020-12-05,19:30,2020-12-06,30.0,,"Curtis dives with competitive spearfisherman Justin Lee and tours the Berkshire pig farm run by his brother, Brandon. Later, Curtis is introduced to the tradition of Paniolos - Hawaiian cowboys."
539,539,1984186,https://www.tvmaze.com/episodes/1984186/ufc-fight-night-2020-12-05-ufc-on-espn-19-hermansson-vs-vettori,UFC on ESPN 19: Hermansson vs. Vettori,,29.0,regular,2020-12-05,22:00,2020-12-06,293.0,,
540,540,2269800,https://www.tvmaze.com/episodes/2269800/manaki-1x07-golos-zvera-delo-arhangelskogo-manaka,Голос зверя. Дело архангельского маньяка,1.0,7.0,regular,2020-12-06,,2020-12-06,40.0,,
541,541,1956338,https://www.tvmaze.com/episodes/1956338/hero-return-1x09-episode-9,Episode 9,1.0,9.0,regular,2020-12-06,10:00,2020-12-06,15.0,,
542,542,1978217,https://www.tvmaze.com/episodes/1978217/swallowed-star-1x03-episode-3,Episode 3,1.0,3.0,regular,2020-12-06,10:00,2020-12-06,,,
543,543,2052506,https://www.tvmaze.com/episodes/2052506/wu-shen-zhu-zai-1x81-episode-81,Episode 81,1.0,81.0,regular,2020-12-06,10:00,2020-12-06,8.0,,
544,544,2138924,https://www.tvmaze.com/episodes/2138924/tokyo-joshi-pro-wrestling-2020-12-06-tjpw-fall-tour-20-womm-wrestling-of-my-mind,TJPW Fall Tour '20 ~ WOMM (Wrestling Of My Mind) ~,,42.0,regular,2020-12-06,12:00,2020-12-06,120.0,,
545,545,2012320,https://www.tvmaze.com/episodes/2012320/mans-diary-2x05-episode-5,Episode 5,2.0,5.0,regular,2020-12-06,,2020-12-06,12.0,,
546,546,1957067,https://www.tvmaze.com/episodes/1957067/atlantic-crossing-1x07-gaven,Gaven,1.0,7.0,regular,2020-12-06,06:00,2020-12-06,54.0,8.3,Märtha ends up in a quandary when the president announces that he wants to support Norway and asks her to say how she feels about him.
547,547,1977314,https://www.tvmaze.com/episodes/1977314/stjernestov-1x06-episode-6,Episode 6,1.0,6.0,regular,2020-12-06,06:00,2020-12-06,18.0,,
548,548,1974049,https://www.tvmaze.com/episodes/1974049/love-revolution-1x23-episode-23,Episode 23,1.0,23.0,regular,2020-12-06,17:00,2020-12-06,20.0,,
549,549,1965922,https://www.tvmaze.com/episodes/1965922/new-japan-pro-wrestling-2020-12-06-world-tag-league-2020best-of-the-super-jr27-night-9,WORLD TAG LEAGUE 2020/BEST OF THE SUPER Jr.27 Night 9,,85.0,regular,2020-12-06,18:00,2020-12-06,120.0,,
550,550,1981693,https://www.tvmaze.com/episodes/1981693/meisje-van-plezier-3x01-aflevering-1,Aflevering 1,3.0,1.0,regular,2020-12-06,,2020-12-06,45.0,,
551,551,1981694,https://www.tvmaze.com/episodes/1981694/meisje-van-plezier-3x02-aflevering-2,Aflevering 2,3.0,2.0,regular,2020-12-06,,2020-12-06,45.0,,
552,552,1981695,https://www.tvmaze.com/episodes/1981695/meisje-van-plezier-3x03-aflevering-3,Aflevering 3,3.0,3.0,regular,2020-12-06,,2020-12-06,45.0,,
553,553,1981696,https://www.tvmaze.com/episodes/1981696/meisje-van-plezier-3x04-aflevering-4,Aflevering 4,3.0,4.0,regular,2020-12-06,,2020-12-06,45.0,,
554,554,1981697,https://www.tvmaze.com/episodes/1981697/meisje-van-plezier-3x05-aflevering-5,Aflevering 5,3.0,5.0,regular,2020-12-06,,2020-12-06,45.0,,
555,555,1981698,https://www.tvmaze.com/episodes/1981698/meisje-van-plezier-3x06-aflevering-6,Aflevering 6,3.0,6.0,regular,2020-12-06,,2020-12-06,45.0,,
556,556,1981699,https://www.tvmaze.com/episodes/1981699/meisje-van-plezier-3x07-aflevering-7,Aflevering 7,3.0,7.0,regular,2020-12-06,,2020-12-06,45.0,,
557,557,1981700,https://www.tvmaze.com/episodes/1981700/meisje-van-plezier-3x08-aflevering-8,Aflevering 8,3.0,8.0,regular,2020-12-06,,2020-12-06,45.0,,
558,558,1977249,https://www.tvmaze.com/episodes/1977249/30-monedas-1x02-ouija,Ouija,1.0,2.0,regular,2020-12-06,,2020-12-06,62.0,9.0,"When a local teenager suddenly disappears, Elena explores Father Vergara's possible connection. As more untimely deaths befall the town, Marquess Roque presents Elena with an enticing job offer, and Merche urges Paco to keep his distance."
559,559,1969247,https://www.tvmaze.com/episodes/1969247/norge-i-krise-1x04-episode-4,Episode 4,1.0,4.0,regular,2020-12-06,,2020-12-06,43.0,,
560,560,2111758,https://www.tvmaze.com/episodes/2111758/by-ana-milan-1x05-cuando-perdi-ese-lunar,Cuando perdí ese lunar,1.0,5.0,regular,2020-12-06,,2020-12-06,,,
561,561,1982656,https://www.tvmaze.com/episodes/1982656/jakten-pa-en-mordare-1x05-episode-5,Episode 5,1.0,5.0,regular,2020-12-06,,2020-12-06,60.0,8.0,"Monica follows up a lead given to her at a party, visiting the co-workers of a man they describe as a pervert."
562,562,1990226,https://www.tvmaze.com/episodes/1990226/lassemajas-detektivbyra-1x01-brandkarsmysteriet,Brandkårsmysteriet,1.0,1.0,regular,2020-12-06,,2020-12-06,42.0,,
563,563,1990227,https://www.tvmaze.com/episodes/1990227/lassemajas-detektivbyra-1x02-skolmysteriet,Skolmysteriet,1.0,2.0,regular,2020-12-06,,2020-12-06,42.0,,
564,564,2178561,https://www.tvmaze.com/episodes/2178561/oiiiginaler-1x02-godteriku,Godteriku,1.0,2.0,regular,2020-12-06,,2020-12-06,5.0,,
565,565,1967755,https://www.tvmaze.com/episodes/1967755/0-z-majklom-surom-5x14-potap-vs-morgenshtern-poplavskij-i-maacna-zelenskij-i-korupcia-0-z-majklom-surom-14,"Потап VS Morgenshtern, Поплавський і маячня, Зеленський і корупція: #@)₴?$0 з Майклом Щуром #14",5.0,14.0,regular,2020-12-06,14:00,2020-12-06,34.0,,
566,566,2176123,https://www.tvmaze.com/episodes/2176123/scishow-2020-12-06-6-ways-animals-prevent-epidemics,6 Ways Animals Prevent Epidemics,,333.0,regular,2020-12-06,,2020-12-06,,,
567,567,1975743,https://www.tvmaze.com/episodes/1975743/friheden-2x04-afsnit-4,Afsnit 4,2.0,4.0,regular,2020-12-06,,2020-12-06,45.0,,
568,568,2111704,https://www.tvmaze.com/episodes/2111704/world-wonder-ring-stardom-2020-12-06-stardom-in-toyama,Stardom in Toyama,,50.0,regular,2020-12-06,,2020-12-06,120.0,,
569,569,1980926,https://www.tvmaze.com/episodes/1980926/redakcia-s03-special-redakcia-news-million-bednyh-mer-bez-sapki-konec-musoroprovodov,"Редакция. News: миллион бедных, мэр без шапки, конец мусоропроводов",3.0,,insignificant_special,2020-12-06,,2020-12-06,23.0,,
570,570,1964446,https://www.tvmaze.com/episodes/1964446/bani-negri-pentru-zile-albe-1x03-socoteala,Socoteala,1.0,3.0,regular,2020-12-06,,2020-12-06,60.0,,
571,571,1980932,https://www.tvmaze.com/episodes/1980932/cuzie-pisma-1x20-kak-sdelat-kaming-aut-stavki-zlo-pocemu-on-ohladel,"""Как сделать каминг-аут?"", ""Ставки - зло!"", ""Почему он охладел?""",1.0,20.0,regular,2020-12-06,,2020-12-06,63.0,,
572,572,1970253,https://www.tvmaze.com/episodes/1970253/amore-1x49-truth-will-prevail-12,Truth Will Prevail (1/2),1.0,49.0,regular,2020-12-06,,2020-12-06,30.0,,
573,573,1978261,https://www.tvmaze.com/episodes/1978261/ultra-galaxy-fight-the-absolute-conspiracy-1x03-part-3,Part 3,1.0,3.0,regular,2020-12-06,,2020-12-06,14.0,,
574,574,1982625,https://www.tvmaze.com/episodes/1982625/pappas-pojkar-1x01-obekvam-striptease-och-en-skrikande-bebis,Obekväm striptease (och en skrikande bebis),1.0,1.0,regular,2020-12-06,,2020-12-06,22.0,,
575,575,1982626,https://www.tvmaze.com/episodes/1982626/pappas-pojkar-1x02-dagsfylla-men-var-ar-festen,Dagsfylla!! Men var är festen?,1.0,2.0,regular,2020-12-06,,2020-12-06,22.0,,
576,576,1982627,https://www.tvmaze.com/episodes/1982627/pappas-pojkar-1x03-herman-forsoker-bli-bedragare,Herman försöker bli bedragare,1.0,3.0,regular,2020-12-06,,2020-12-06,22.0,,
577,577,1997298,https://www.tvmaze.com/episodes/1997298/the-george-lucas-talk-show-1x18-episode-xviii-decembyrinth,Episode XVIII: DECEMBYRINTH,1.0,18.0,regular,2020-12-06,,2020-12-06,,,"As the death toll rises, THE GEORGE LUCAS TALK SHOW continues to deliver quality livestream content from the digital safety of PLANET SCUM. Retired filmmaker GEORGE LUCAS (notoriously dead-eyed character actor CONNOR RATLIFF) and his CGI co-host WATTO (GRIFFIN NEWMAN, co-lead on Amazon's THE TICK) welcome guests and have fun while actively NOT spreading a disease. They are joined, as always, by snack-snacking, nap-napping producer PATRICK COTNOIR (aka Nickname Jokenoir) whose druthers include you following him on twitter RIGHT NOW: @patrickcotnoir Only a few weeks left in 2020. Who knows what fresh hell awaits us in 2021? Dot dot dot dot.."
