,episode_ids,id,url,name,season,number,type,airdate,airtime,airstamp,runtime,rating,summary
2537,2537,2111709,https://www.tvmaze.com/episodes/2111709/world-wonder-ring-stardom-2020-12-26-stardom-year-end-climax-2020,Stardom Year-End Climax 2020,,55.0,regular,2020-12-26,,2020-12-26,120.0,,
2538,2538,1981073,https://www.tvmaze.com/episodes/1981073/fast-furious-spy-racers-3x01-the-giant-haboob,The Giant Haboob,3.0,1.0,regular,2020-12-26,,2020-12-26,24.0,8.0,Tony can't figure out why Echo was picked over him for spy school. Ms. Nowhere and Gary pursue a trio of familiar villains in Africa.<br /> 
2539,2539,1985588,https://www.tvmaze.com/episodes/1985588/fast-furious-spy-racers-3x02-the-dead-end,The Dead End,3.0,2.0,regular,2020-12-26,,2020-12-26,24.0,8.3,"Echo leads the Spy Racers to the Sahara to find Cleve Kelso, but when they're all captured, Layla and Tony must win a dune buggy race for their freedom.<br /> "
2540,2540,1985589,https://www.tvmaze.com/episodes/1985589/fast-furious-spy-racers-3x03-the-empty-well,The Empty Well,3.0,3.0,regular,2020-12-26,,2020-12-26,24.0,8.8,"The Spy Racers help a village with a water well that's run dry. Meanwhile, Ms. Nowhere and Gary try to make contact from the middle of... nowhere.<br /> "
2541,2541,1985590,https://www.tvmaze.com/episodes/1985590/fast-furious-spy-racers-3x04-the-hunt,The Hunt,3.0,4.0,regular,2020-12-26,,2020-12-26,24.0,9.0,"With Kelso's lair in their sights, the team gets dragged into an epic dune buggy chase through the desert. Layla clashes with an old enemy.<br /> "
2542,2542,1985591,https://www.tvmaze.com/episodes/1985591/fast-furious-spy-racers-3x05-the-bedouin-shield,The Bedouin Shield,3.0,5.0,regular,2020-12-26,,2020-12-26,24.0,9.0,A hurricane in the Sahara? The team finds shelter with a group of Bedouins to escape a storm's wrath. Ms. Nowhere and Gary make an unexpected discovery.<br /> 
2543,2543,1985592,https://www.tvmaze.com/episodes/1985592/fast-furious-spy-racers-3x06-the-eye-of-the-sahara,The Eye of the Sahara,3.0,6.0,regular,2020-12-26,,2020-12-26,24.0,8.8,"As Kelso closes in on his evil goals, the Spy Racers face a tough decision in the remote desert. Will they follow their heads or their hearts?<br /> "
2544,2544,1985593,https://www.tvmaze.com/episodes/1985593/fast-furious-spy-racers-3x07-robocleve,RoboCleve,3.0,7.0,regular,2020-12-26,,2020-12-26,24.0,8.8,"Minus one key member, the team makes a final push to infiltrate Kelso's base to stop him from unleashing his diabolical plan.<br /> "
2545,2545,1985594,https://www.tvmaze.com/episodes/1985594/fast-furious-spy-racers-3x08-sirocco-fire-explosion,Sirocco Fire Explosion,3.0,8.0,regular,2020-12-26,,2020-12-26,24.0,9.3,The showdown in the Sahara comes to a fiery end when a swirling megastorm threatens to take out everything in its path — including the Spy Racers.
2546,2546,1976948,https://www.tvmaze.com/episodes/1976948/ingredients-1x20-loving-you,Loving You,1.0,20.0,regular,2020-12-26,,2020-12-26,16.0,9.5,Win and Tops celebrate the Christmas holiday.  As Win prepares to leave for his music program Tops teaches Win to make his own food. 
2547,2547,1992749,https://www.tvmaze.com/episodes/1992749/world-war-two-week-by-week-3x17-december-26-1941,"December 26, 1941",3.0,17.0,regular,2020-12-26,,2020-12-26,21.0,,"The Japanese offensives and advances in Southeast Asia and the Pacific continue unabated and both Hong Kong and Wake Island fall. British and American leaders begin the Arcadia Conference to decide just how they are going to fight this war together, and there are more changes made in the German High Command on the Eastern Front, even as the Soviets make advances there."
2548,2548,1953790,https://www.tvmaze.com/episodes/1953790/after-dark-the-series-1x11-into-the-hole-part-2,Into the Hole - Part 2,1.0,11.0,regular,2020-12-26,,2020-12-26,60.0,,"Chai begins to develop a strange relationship with the mysterious woman, which later forces him to choose between friend or love. "
2549,2549,1992713,https://www.tvmaze.com/episodes/1992713/detention-1x07-re-re-detention,Re: Re: Detention,1.0,7.0,regular,2020-12-26,,2020-12-26,53.0,,"As his troubled past with Jui-hsin comes to light, Wei Chung-ting helps Yun-hsiang remember her own identity. Panic spreads throughout the campus.<br /> "
2550,2550,1992714,https://www.tvmaze.com/episodes/1992714/detention-1x08-rain-of-freedom,Rain of Freedom,1.0,8.0,regular,2020-12-26,,2020-12-26,53.0,,Yun-hsiang races against the clock to free herself from Jui-hsin's time loop and urges her spirit to find redemption.
2551,2551,1977188,https://www.tvmaze.com/episodes/1977188/pearl-next-door-1x06-sagittarius-season,Sagittarius Season,1.0,6.0,regular,2020-12-26,,2020-12-26,29.0,,Jealousy brews as Pearl agrees to go out on a face to face date with one of the girls.
2552,2552,1994706,https://www.tvmaze.com/episodes/1994706/the-controllers-1x01-episode-1,Episode 1,1.0,1.0,regular,2020-12-26,20:00,2020-12-26,45.0,,
2553,2553,1994707,https://www.tvmaze.com/episodes/1994707/the-controllers-1x02-episode-2,Episode 2,1.0,2.0,regular,2020-12-26,20:00,2020-12-26,45.0,,
2554,2554,1994708,https://www.tvmaze.com/episodes/1994708/the-controllers-1x03-episode-3,Episode 3,1.0,3.0,regular,2020-12-26,20:00,2020-12-26,45.0,,
2555,2555,1994709,https://www.tvmaze.com/episodes/1994709/the-controllers-1x04-episode-4,Episode 4,1.0,4.0,regular,2020-12-26,20:00,2020-12-26,45.0,,
2556,2556,1997530,https://www.tvmaze.com/episodes/1997530/the-penalty-zone-1x23-episode-23,Episode 23,1.0,23.0,regular,2020-12-26,,2020-12-26,45.0,,
2557,2557,1997531,https://www.tvmaze.com/episodes/1997531/the-penalty-zone-1x24-episode-24,Episode 24,1.0,24.0,regular,2020-12-26,,2020-12-26,45.0,,
2558,2558,2000070,https://www.tvmaze.com/episodes/2000070/ultimate-note-1x23-episode-23,Episode 23,1.0,23.0,regular,2020-12-26,,2020-12-26,45.0,,
2559,2559,2000071,https://www.tvmaze.com/episodes/2000071/ultimate-note-1x24-episode-24,Episode 24,1.0,24.0,regular,2020-12-26,,2020-12-26,45.0,,
2560,2560,2113587,https://www.tvmaze.com/episodes/2113587/tregayes-way-in-the-kitchen-1x07-puppy-playdate,Puppy Playdate,1.0,7.0,regular,2020-12-26,,2020-12-26,60.0,,"Tregaye Fraser and her best friend, Barack, get their new pups together for a playdate. While the puppies play, she and Barack make a lunch featuring Blackened Chicken Salad, a Corn and Cheddar Chowder and sweet Oatmeal Chocolate Chunk Cookies."
2561,2561,2181798,https://www.tvmaze.com/episodes/2181798/i-like-to-watch-3x10-the-great-british-baking-show,The Great British Baking Show,3.0,10.0,regular,2020-12-26,,2020-12-26,,,
2562,2562,2242278,https://www.tvmaze.com/episodes/2242278/tales-from-the-smp-1x01-the-town-that-never-was,The Town That Never Was,1.0,1.0,regular,2020-12-26,,2020-12-26,60.0,,
2563,2563,2289330,https://www.tvmaze.com/episodes/2289330/blippi-2020-12-26-blippi-learn-about-planes-at-the-museum-of-flight-educational-videos-for-kids,Blippi Learn About Planes At The Museum Of Flight | Educational Videos For Kids,,163.0,regular,2020-12-26,,2020-12-26,,,
2564,2564,2318112,https://www.tvmaze.com/episodes/2318112/bride-of-beirut-2x56-episode-56,Episode 56,2.0,56.0,regular,2020-12-26,,2020-12-26,45.0,,
2565,2565,1989343,https://www.tvmaze.com/episodes/1989343/meet-me-outside-1x06-what-about-new-year,What about new year?,1.0,6.0,regular,2020-12-26,22:45,2020-12-26,12.0,9.0,The holidays are over and it's time to go back to the outside world. What does this mean for James and Dale?
2566,2566,2303542,https://www.tvmaze.com/episodes/2303542/kamen-rider-saber-1x16-chapter-16-saving-the-world-a-ray-of-light,"Chapter 16: Saving the World, A Ray of Light.",1.0,16.0,regular,2020-12-26,00:00,2020-12-26,23.0,,
2567,2567,1961289,https://www.tvmaze.com/episodes/1961289/wwe-talking-smack-2020-12-26-december-26-2020,"December 26, 2020",,19.0,regular,2020-12-26,,2020-12-26,30.0,,
2568,2568,1976227,https://www.tvmaze.com/episodes/1976227/familiekokkene-1x05-dommernes-utfordring,Dommernes utfordring,1.0,5.0,regular,2020-12-26,18:00,2020-12-26,60.0,,
2569,2569,2071507,https://www.tvmaze.com/episodes/2071507/game-changer-3x08-secret-samta,Secret Samta,3.0,8.0,regular,2020-12-26,12:00,2020-12-26,21.0,,"Grant, Ally, and Lily open some nice gifts from Sam."
2570,2570,2113588,https://www.tvmaze.com/episodes/2113588/lovely-bites-by-chef-lovely-1x07-a-little-birthday-love,A Little Birthday Love,1.0,7.0,regular,2020-12-26,,2020-12-26,25.0,,"Chef Lovely's friends are coming to celebrate her birthday, so she cooks her favorite foods -- an Oxtail Bourguignon with Mashed Potatoes, Pancetta Brussels Sprouts, Strawberry Champagne Cupcakes and a Birthday Martini."
2571,2571,1983275,https://www.tvmaze.com/episodes/1983275/eides-spraksjov-6x06-tourett-pa-sak,Tourett på sak,6.0,6.0,regular,2020-12-26,20:50,2020-12-26,50.0,,
2572,2572,1981354,https://www.tvmaze.com/episodes/1981354/the-masked-singer-unmasked-1x01-episode-1,Episode 1,1.0,1.0,regular,2020-12-26,20:20,2020-12-26,30.0,,"Will Njobvu presents a look behind the scenes at the most secretive show on TV. Here he's joined by Joel Dommett, Jonathan Ross, Rita Ora, Davina McCall and Mo Gilligan."
2573,2573,1990346,https://www.tvmaze.com/episodes/1990346/onyx-equinox-1x06-what-she-carries,What She Carries,1.0,6.0,regular,2020-12-26,16:00,2020-12-26,24.0,8.0,"After an unexpected shift in plans, the group find themselves in the remote city of Tajin, where they are immediately arrested for a crime they didn't commit."
2574,2574,1990347,https://www.tvmaze.com/episodes/1990347/onyx-equinox-1x07-the-underworld,The Underworld,1.0,7.0,regular,2020-12-26,16:00,2020-12-26,24.0,8.0,The group becomes trapped in the Underworld. Zyanya struggles to hide her secret.
2575,2575,1990348,https://www.tvmaze.com/episodes/1990348/onyx-equinox-1x08-run,Run,1.0,8.0,regular,2020-12-26,16:00,2020-12-26,24.0,8.0,Mictecacihuatl sends the group to Danibaan. Zyanya's secret is revealed. 
2576,2576,1990349,https://www.tvmaze.com/episodes/1990349/onyx-equinox-1x09-death-from-above,Death from Above,1.0,9.0,regular,2020-12-26,16:00,2020-12-26,24.0,8.0,"On the run from Mictecacihuatl, the group seeks refuge in a remote village. "
2577,2577,1990350,https://www.tvmaze.com/episodes/1990350/onyx-equinox-1x10-death-from-below,Death from Below,1.0,10.0,regular,2020-12-26,16:00,2020-12-26,24.0,8.0,"Reeling from Mitecacihuatl's attacks, the group reconvenes at the final gate. Tensions run high as Yaotl's motives are scrutinized. "
2578,2578,1990351,https://www.tvmaze.com/episodes/1990351/onyx-equinox-1x11-the-last-year,The Last Year,1.0,11.0,regular,2020-12-26,16:00,2020-12-26,24.0,8.0,A glimpse into the past reveals the true machinations of the Gods. 
2579,2579,1990352,https://www.tvmaze.com/episodes/1990352/onyx-equinox-1x12-the-bet,The Bet,1.0,12.0,regular,2020-12-26,16:00,2020-12-26,24.0,8.0,"As the final gate looms and the Gods close in, Izel faces an impossible choice. "
2580,2580,1993496,https://www.tvmaze.com/episodes/1993496/troe-iz-prostokvasino-2x41-bobrovyj-meh,Бобровый мех,2.0,41.0,regular,2020-12-27,,2020-12-27,19.0,,
2581,2581,1993442,https://www.tvmaze.com/episodes/1993442/top-10-po-versii-seasonvarru-2x12-top-10-samyh-ozidaemyh-novinok-v-mire-serialov,ТОП-10 самых ожидаемых новинок в мире сериалов,2.0,12.0,regular,2020-12-27,,2020-12-27,7.0,,
2582,2582,1956341,https://www.tvmaze.com/episodes/1956341/hero-return-1x12-episode-12,Episode 12,1.0,12.0,regular,2020-12-27,10:00,2020-12-27,15.0,,
2583,2583,1988864,https://www.tvmaze.com/episodes/1988864/swallowed-star-1x06-episode-6,Episode 6,1.0,6.0,regular,2020-12-27,10:00,2020-12-27,21.0,,
2584,2584,2052512,https://www.tvmaze.com/episodes/2052512/wu-shen-zhu-zai-1x87-episode-87,Episode 87,1.0,87.0,regular,2020-12-27,10:00,2020-12-27,8.0,,
2585,2585,2012323,https://www.tvmaze.com/episodes/2012323/mans-diary-2x08-episode-8,Episode 8,2.0,8.0,regular,2020-12-27,,2020-12-27,12.0,,
2586,2586,2005757,https://www.tvmaze.com/episodes/2005757/legend-of-yun-qian-1x10-episode-10,Episode 10,1.0,10.0,regular,2020-12-27,,2020-12-27,4.0,,
2587,2587,1974055,https://www.tvmaze.com/episodes/1974055/love-revolution-1x29-episode-29,Episode 29,1.0,29.0,regular,2020-12-27,17:00,2020-12-27,20.0,,
2588,2588,1974056,https://www.tvmaze.com/episodes/1974056/love-revolution-1x30-episode-30,Episode 30,1.0,30.0,regular,2020-12-27,17:00,2020-12-27,20.0,,
2589,2589,2015367,https://www.tvmaze.com/episodes/2015367/youtuber-class-1x01-episode-1,Episode 1,1.0,1.0,regular,2020-12-27,18:00,2020-12-27,11.0,,
2590,2590,1988850,https://www.tvmaze.com/episodes/1988850/huskestue-6x11-oseania-og-vinter-carina-olset-john-arne-riise-rasmus-wold,"Oseania og Vinter: Carina Olset, John Arne Riise, Rasmus Wold",6.0,11.0,regular,2020-12-27,,2020-12-27,43.0,,
2591,2591,1978014,https://www.tvmaze.com/episodes/1978014/30-monedas-1x05-el-doble,El doble,1.0,5.0,regular,2020-12-27,,2020-12-27,59.0,8.4,"After mysteriously disappearing two years ago, Elena's husband miraculously returns. In Rome, Santoro tries to recruit Vergara, offering him unimaginable power…"
2592,2592,2111761,https://www.tvmaze.com/episodes/2111761/by-ana-milan-1x08-la-madre-de-todas-las-anecdotas,La madre de todas las anécdotas,1.0,8.0,regular,2020-12-27,,2020-12-27,,,
2593,2593,1988533,https://www.tvmaze.com/episodes/1988533/fisica-o-quimica-el-reencuentro-1x01-cosas-que-hacer-antes-de-casarse,Cosas que hacer antes de casarse,1.0,1.0,regular,2020-12-27,,2020-12-27,64.0,7.0,
2594,2594,2029553,https://www.tvmaze.com/episodes/2029553/labyrint-5x03-episode-3,Episode 3,5.0,3.0,regular,2020-12-27,,2020-12-27,32.0,,
2595,2595,2176144,https://www.tvmaze.com/episodes/2176144/scishow-2020-12-27-6-surgical-devices-inspired-by-nature,6 Surgical Devices Inspired by Nature,,354.0,regular,2020-12-27,,2020-12-27,,,
2596,2596,1975747,https://www.tvmaze.com/episodes/1975747/friheden-2x07-afsnit-7,Afsnit 7,2.0,7.0,regular,2020-12-27,,2020-12-27,45.0,,
2597,2597,1993446,https://www.tvmaze.com/episodes/1993446/redakcia-s03-special-redakcia-news-neuvazenie-k-gosudarstvu-produkty-po-kartockam-novyj-koronavirus,"Редакция. News: неуважение к государству, продукты по карточкам, новый коронавирус",3.0,,insignificant_special,2020-12-27,,2020-12-27,22.0,,
2598,2598,1970678,https://www.tvmaze.com/episodes/1970678/bani-negri-pentru-zile-albe-1x06-adevarul,Adevărul,1.0,6.0,regular,2020-12-27,,2020-12-27,60.0,,
2599,2599,1993192,https://www.tvmaze.com/episodes/1993192/cuzie-pisma-1x22-mena-razdrazaet-ego-sema-zena-ploho-vospityvaet-doc,"""Меня раздражает его семья"", ""Жена плохо воспитывает дочь""",1.0,22.0,regular,2020-12-27,,2020-12-27,42.0,,
2600,2600,1953071,https://www.tvmaze.com/episodes/1953071/lakan-1x05-episode-5,Episode 5,1.0,5.0,regular,2020-12-27,,2020-12-27,25.0,5.5,
2601,2601,1986077,https://www.tvmaze.com/episodes/1986077/ultra-galaxy-fight-the-absolute-conspiracy-1x06-part-6,Part 6,1.0,6.0,regular,2020-12-27,,2020-12-27,12.0,,
2602,2602,1996818,https://www.tvmaze.com/episodes/1996818/pappas-pojkar-1x06-killarna-blir-agda-av-feminister,Killarna blir ägda av feminister,1.0,6.0,regular,2020-12-27,,2020-12-27,22.0,,
2603,2603,1993647,https://www.tvmaze.com/episodes/1993647/outlier-1x01-episode-1,Episode 1,1.0,1.0,regular,2020-12-27,,2020-12-27,45.0,7.0,"A teenage girl, Sofie, disappears on her way home from a party in Kautokeino. A friend reports her missing to the police, but the case is not taken seriously. Not until Sofie is found murdered in a village a few hours away."
2604,2604,1993648,https://www.tvmaze.com/episodes/1993648/outlier-1x02-episode-2,Episode 2,1.0,2.0,regular,2020-12-27,,2020-12-27,44.0,7.5,Maja defies all warnings and begins to investigate on her own accord. And she grows increasingly confident in her theory - the police are wrong.
2605,2605,1993649,https://www.tvmaze.com/episodes/1993649/outlier-1x03-episode-3,Episode 3,1.0,3.0,regular,2020-12-27,,2020-12-27,43.0,7.5,"Maja's theory of a possible serial killer is finally heard by the police, who permit her to join the investigation despite their doubts. She begins to dig into old cases in the archives, searching for a pattern. "
2606,2606,1993650,https://www.tvmaze.com/episodes/1993650/outlier-1x04-episode-4,Episode 4,1.0,4.0,regular,2020-12-27,,2020-12-27,44.0,7.0,Maja and the other investigators are looking for connections between several murders and missing person cases. They discover that the pattern much more extensive than first thought. 
2607,2607,1993651,https://www.tvmaze.com/episodes/1993651/outlier-1x05-episode-5,Episode 5,1.0,5.0,regular,2020-12-27,,2020-12-27,42.0,7.7,Maja is reduced to the sidelines and is close to giving up. But information about Maja's own family sheds new light on the murder. Could the killer have been a part of Maja's inner circle 
2608,2608,1993652,https://www.tvmaze.com/episodes/1993652/outlier-1x06-episode-6,Episode 6,1.0,6.0,regular,2020-12-27,,2020-12-27,42.0,6.7,"Maja's confrontation with her father has major consequences. The day after their feud, he is found dead at home having taken his own life. The shock of the loss of her father sends Maja even closer to the tipping point. "
2609,2609,1993653,https://www.tvmaze.com/episodes/1993653/outlier-1x07-episode-7,Episode 7,1.0,7.0,regular,2020-12-27,,2020-12-27,42.0,8.0,"Despite all the warnings about dragging her private trauma into the case, Maja decides to try one last time to talk to her demented mother. "
2610,2610,1993654,https://www.tvmaze.com/episodes/1993654/outlier-1x08-episode-8,Episode 8,1.0,8.0,regular,2020-12-27,,2020-12-27,43.0,7.0,"After going down what turns out to be a blind alley, the suspicion falls on a man who was close to Maja's family in his youth. The police strike, but he escapes and disappears. "
2611,2611,1994710,https://www.tvmaze.com/episodes/1994710/the-controllers-1x05-episode-5,Episode 5,1.0,5.0,regular,2020-12-27,20:00,2020-12-27,45.0,,
2612,2612,1995491,https://www.tvmaze.com/episodes/1995491/the-controllers-1x06-episode-6,Episode 6,1.0,6.0,regular,2020-12-27,20:00,2020-12-27,45.0,,
2613,2613,1997532,https://www.tvmaze.com/episodes/1997532/the-penalty-zone-1x25-episode-25,Episode 25,1.0,25.0,regular,2020-12-27,,2020-12-27,45.0,,
2614,2614,1997533,https://www.tvmaze.com/episodes/1997533/the-penalty-zone-1x26-episode-26,Episode 26,1.0,26.0,regular,2020-12-27,,2020-12-27,45.0,,
2615,2615,1998544,https://www.tvmaze.com/episodes/1998544/love-script-1x05-episode-5,Episode 5,1.0,5.0,regular,2020-12-27,20:00,2020-12-27,45.0,,
2616,2616,1998545,https://www.tvmaze.com/episodes/1998545/love-script-1x06-episode-6,Episode 6,1.0,6.0,regular,2020-12-27,20:00,2020-12-27,45.0,,
2617,2617,2034360,https://www.tvmaze.com/episodes/2034360/lulu-1x01-episode-1,Episode 1,1.0,1.0,regular,2020-12-27,,2020-12-27,40.0,,
2618,2618,2204451,https://www.tvmaze.com/episodes/2204451/the-motive-1x01-episode-1,Episode 1,1.0,1.0,regular,2020-12-27,,2020-12-27,31.0,,"In 1986, police discover a grisly crime scene: a family shot in their beds at point-blank range. The mystery deepens when a sole survivor appears."
2619,2619,2255986,https://www.tvmaze.com/episodes/2255986/awesomeness-tvs-next-influencer-1x06-caught-cheating-in-the-tiktok-mansion,Caught Cheating in the TikTok Mansion,1.0,6.0,regular,2020-12-27,,2020-12-27,20.0,,"When one member of the house is caught cheating, every person tries to save themselves."
2620,2620,2267318,https://www.tvmaze.com/episodes/2267318/dekonstrukcia-s01-special-postdekonstrukcia-s-vladimirom-surdinym-film-interstellar,"Постдеконструкция с Владимиром Сурдиным. Фильм ""Интерстеллар""",1.0,,significant_special,2020-12-27,,2020-12-27,30.0,,
2621,2621,2318113,https://www.tvmaze.com/episodes/2318113/bride-of-beirut-2x57-episode-57,Episode 57,2.0,57.0,regular,2020-12-27,,2020-12-27,45.0,,
2622,2622,1990363,https://www.tvmaze.com/episodes/1990363/fantastico-48x52-edition-of-12272020,Edition of 12/27/2020,48.0,52.0,regular,2020-12-27,,2020-12-27,,,
2623,2623,2126228,https://www.tvmaze.com/episodes/2126228/this-week-in-tech-2020-12-27-the-best-of-twit-2020,The Best of TWiT 2020,,52.0,regular,2020-12-27,,2020-12-27,120.0,,
2624,2624,2165932,https://www.tvmaze.com/episodes/2165932/off-topic-2020-12-27-let-me-buy-your-games-263,Let Me Buy Your Games! - #263,,49.0,regular,2020-12-27,,2020-12-27,120.0,,
2625,2625,1993462,https://www.tvmaze.com/episodes/1993462/idolish7-2x15-discover-the-future,DiSCOVER THE FUTURE,2.0,15.0,regular,2020-12-27,,2020-12-27,25.0,,"Re:vale prepare to close out the inaugural concert. The IDOLiSH7 and Trigger shuffle units perform the opening act. While watching their juniors perform, Momo and Yuki look back on the past five years they've walked together. "
2626,2626,1975189,https://www.tvmaze.com/episodes/1975189/fancy-nancy-2x37-new-years-nancy,New Year's Nancy,2.0,37.0,regular,2020-12-27,12:00,2020-12-27,15.0,,Nancy wants to stay up until midnight on New Year's Eve but finds that staying awake is harder than she thought.
2627,2627,1981602,https://www.tvmaze.com/episodes/1981602/peytons-places-2x05-terrell-owens,Terrell Owens,2.0,5.0,regular,2020-12-27,,2020-12-27,30.0,,
2628,2628,1975190,https://www.tvmaze.com/episodes/1975190/fancy-nancy-2x38-nancys-gift-to-grandpa,Nancy's Gift to Grandpa,2.0,38.0,regular,2020-12-27,12:15,2020-12-27,15.0,,"To cheer up Grandpa on a wintry day, Nancy draws a masterpiece in chalk on the driveway."
2629,2629,2234691,https://www.tvmaze.com/episodes/2234691/one-mo-chance-1x11-one-mo-finale,One Mo' Finale,1.0,11.0,regular,2020-12-27,20:00,2020-12-28,50.0,,"Weeks of laughter, fighting and love have finally led to this. Will Yodela receive ""One Mo' Chance"", or will it be Yummy?"
2630,2630,1977901,https://www.tvmaze.com/episodes/1977901/obycnaa-zensina-2x05-seria-14,Серия 14,2.0,5.0,regular,2020-12-28,10:00,2020-12-27,46.0,,
2631,2631,2164196,https://www.tvmaze.com/episodes/2164196/ispoved-1x10-aem-tillmari,Аэм Тиллмари,1.0,10.0,regular,2020-12-28,12:00,2020-12-28,48.0,,
2632,2632,1982411,https://www.tvmaze.com/episodes/1982411/volk-1x13-seria-13,Серия 13,1.0,13.0,regular,2020-12-28,,2020-12-28,51.0,,
2633,2633,1982412,https://www.tvmaze.com/episodes/1982412/volk-1x14-seria-14,Серия 14,1.0,14.0,regular,2020-12-28,,2020-12-28,51.0,,
2634,2634,2062930,https://www.tvmaze.com/episodes/2062930/god-of-ten-thousand-realms-1x05-episode-5,Episode 5,1.0,5.0,regular,2020-12-28,10:00,2020-12-28,7.0,,
2635,2635,2140389,https://www.tvmaze.com/episodes/2140389/going-seventeen-2020-12-28-ttt-1-hyperrealism-ver,TTT #1 (Hyperrealism Ver.),,44.0,regular,2020-12-28,,2020-12-28,30.0,,
2636,2636,2353919,https://www.tvmaze.com/episodes/2353919/300-year-old-class-of-2020-1x06-episode-6,Episode 6,1.0,6.0,regular,2020-12-28,,2020-12-28,16.0,,
2637,2637,2324421,https://www.tvmaze.com/episodes/2324421/unique-lady-2x09-episode-9,Episode 9,2.0,9.0,regular,2020-12-28,12:00,2020-12-28,40.0,,
2638,2638,2324422,https://www.tvmaze.com/episodes/2324422/unique-lady-2x10-episode-10,Episode 10,2.0,10.0,regular,2020-12-28,12:00,2020-12-28,40.0,,
2639,2639,1998598,https://www.tvmaze.com/episodes/1998598/unique-lady-2-1x09-episode-9,Episode 9,1.0,9.0,regular,2020-12-28,,2020-12-28,45.0,,
2640,2640,1998599,https://www.tvmaze.com/episodes/1998599/unique-lady-2-1x10-episode-10,Episode 10,1.0,10.0,regular,2020-12-28,,2020-12-28,45.0,,
2641,2641,2005758,https://www.tvmaze.com/episodes/2005758/legend-of-yun-qian-1x11-episode-11,Episode 11,1.0,11.0,regular,2020-12-28,,2020-12-28,4.0,,
2642,2642,2065446,https://www.tvmaze.com/episodes/2065446/the-wonderland-of-ten-thousands-4x33-episode-33-161,Episode 33 (161),4.0,33.0,regular,2020-12-28,,2020-12-28,10.0,,
2643,2643,2087587,https://www.tvmaze.com/episodes/2087587/klassen-4x03-be-the-last,Be the last,4.0,3.0,regular,2020-12-28,06:00,2020-12-28,10.0,,
2644,2644,1995497,https://www.tvmaze.com/episodes/1995497/a-love-so-beautiful-1x01-love-letter,Love Letter,1.0,1.0,regular,2020-12-28,17:00,2020-12-28,25.0,,
2645,2645,1996795,https://www.tvmaze.com/episodes/1996795/alex-og-aune-1x17-fokus-ved-reisens-slutt,Fokus ved reisens slutt,1.0,17.0,regular,2020-12-28,,2020-12-28,12.0,,
2646,2646,2029554,https://www.tvmaze.com/episodes/2029554/labyrint-5x04-episode-4,Episode 4,5.0,4.0,regular,2020-12-28,,2020-12-28,32.0,,
2647,2647,2153844,https://www.tvmaze.com/episodes/2153844/bablo-3x08-skilsmissen,Skilsmissen,3.0,8.0,regular,2020-12-28,,2020-12-28,8.0,,
2648,2648,2153845,https://www.tvmaze.com/episodes/2153845/bablo-3x09-drom-og-svom,Drøm og svøm,3.0,9.0,regular,2020-12-28,,2020-12-28,8.0,,
2649,2649,1972060,https://www.tvmaze.com/episodes/1972060/red-vs-blue-18x08-for-power-pt-2,For Power Pt. 2,18.0,8.0,regular,2020-12-28,,2020-12-28,16.0,,"Locked in the deadliest fight of their lives, does Shatter Squad have what it takes to save the fate of the World? "
2650,2650,1980404,https://www.tvmaze.com/episodes/1980404/the-young-turks-2020-12-28-december-28-2020-hour-1,"December 28, 2020 - Hour 1",,317.0,regular,2020-12-28,,2020-12-28,120.0,,
2651,2651,1980405,https://www.tvmaze.com/episodes/1980405/the-young-turks-2020-12-28-december-28-2020-hour-2,"December 28, 2020 - Hour 2",,318.0,regular,2020-12-28,,2020-12-28,120.0,,
2652,2652,2176145,https://www.tvmaze.com/episodes/2176145/scishow-2020-12-28-doggerland-a-real-life-atlantis,Doggerland: A Real-Life Atlantis,,355.0,regular,2020-12-28,,2020-12-28,,,
2653,2653,1997810,https://www.tvmaze.com/episodes/1997810/uznat-za-10-sekund-s04-special-novogodnij-koncert-perspektivnyh-indi-muzykantov-2021-go,Новогодний концерт перспективных инди-музыкантов 2021-го,4.0,,insignificant_special,2020-12-28,,2020-12-28,21.0,,
2654,2654,1996830,https://www.tvmaze.com/episodes/1996830/30-minute-meals-30x17-everyones-italian-on-sunday-linguini-con-vongole,Everyone's Italian on Sunday: Linguini con Vongole,30.0,17.0,regular,2020-12-28,,2020-12-28,30.0,,Rachael Ray includes fresh cherry tomatoes in her linguine with clam sauce.
2655,2655,1989145,https://www.tvmaze.com/episodes/1989145/vnutri-lapenko-3x04-4-seria,4 серия,3.0,4.0,regular,2020-12-28,,2020-12-28,41.0,,
2656,2656,1993168,https://www.tvmaze.com/episodes/1993168/being-the-elite-1x236-episode-236,Episode 236,1.0,236.0,regular,2020-12-28,,2020-12-28,15.0,,
2657,2657,1970769,https://www.tvmaze.com/episodes/1970769/manner-of-death-1x06-episode-6,Episode 6,1.0,6.0,regular,2020-12-28,,2020-12-28,40.0,10.0,The mystery of Jane's death continues as Bun and Tan uncovered new information that led them to believe that someone powerful was behind the incident and that Pued is keeping a deep secret about Jane that nobody knows.
2658,2658,1996799,https://www.tvmaze.com/episodes/1996799/ex-and-the-city-4x09-episode-9,Episode 9,4.0,9.0,regular,2020-12-28,,2020-12-28,12.0,,
2659,2659,1976048,https://www.tvmaze.com/episodes/1976048/twisted-fate-of-love-1x37-episode-37,Episode 37,1.0,37.0,regular,2020-12-28,20:00,2020-12-28,45.0,,
